Unnamed: 0,CSD_code,q,charge,S,mult,MND,nn,oxo_charge,oxo_mult
17271,FEGJOR,q,0,S,0,MND,4,,
17272,FEGKAF,q,0,S,0,MND,6,,
17273,FEGKEJ,q,0,S,0,MND,6,,
17274,FEGMUA,q,0,S,0,MND,7,,
17275,FEGQAL,q,0,S,0,MND,6,,
17276,FEGQEN,q,0,S,0,MND,7,,
17277,FEGQEO,q,0,S,0,MND,8,,
17278,FEGQIU,q,0,S,0,MND,6,,
17279,FEGQOA,q,0,S,0,MND,6,,
17280,FEGRAN,q,0,S,0,MND,4,,
17281,FEGSUI,q,0,S,0,MND,6,,
17282,FEGTOB,q,0,S,0,MND,9,,
17283,FEGVIX,q,0,S,0,MND,4,,
17284,FEGVOD,q,0,S,0,MND,4,,
17285,FEGVOE,q,0,S,0,MND,2,,
17286,FEGVUJ,q,1,S,0,MND,4,,
17287,FEGWAR,q,1,S,0,MND,4,,
17288,FEGXAR,q,0,S,0,MND,4,,
17289,FEGXEV,q,1,S,0,MND,4,,
17290,FEGXIY,q,0,S,0,MND,6,,
17291,FEGXUL,q,0,S,0,MND,4,,
17292,FEGZAV,q,1,S,0,MND,8,,
17293,FEGZIA,q,0,S,0,MND,6,,
17294,FEGZUO,q,0,S,0,MND,6,,
17295,FEHBAY,q,0,S,0,MND,4,,
17296,FEHBEC,q,0,S,0,MND,4,,
17297,FEHBUQ,q,0,S,0,MND,7,,
17298,FEHCAX,q,0,S,0,MND,8,,
17299,FEHCIF,q,0,S,0,MND,9,,
17300,FEHDIG,q,0,S,0,MND,2,,
17301,FEHDOM,q,0,S,0,MND,4,,
17302,FEHFAA,q,0,S,0,MND,6,,
17303,FEHFEE,q,0,S,0,MND,6,,
17304,FEHFIH,q,0,S,0,MND,6,,
17305,FEHFON,q,0,S,0,MND,12,,
17306,FEHFOO,q,1,S,0,MND,5,,
17307,FEHFOP,q,0,S,0,MND,4,,
17308,FEHFUU,q,1,S,0,MND,5,,
17309,FEHGAB,q,1,S,0,MND,5,,
17310,FEHHAB,q,0,S,0,MND,8,,
17311,FEHJAE,q,0,S,0,MND,4,,
17312,FEHJEI,q,0,S,0,MND,4,,
17313,FEHJEK,q,0,S,0,MND,6,,
17314,FEHJIM,q,0,S,0,MND,4,,
17315,FEHJUY,q,0,S,0,MND,6,,
17316,FEHKAG,q,0,S,0,MND,6,,
17317,FEHKAH,q,1,S,0,MND,6,,
17318,FEHKOT,q,0,S,0,MND,6,,
17319,FEHKUZ,q,0,S,0,MND,6,,
17320,FEHLAG,q,0,S,0,MND,6,,
17321,FEHLEK,q,0,S,0,MND,6,,
17322,FEHLIO,q,0,S,0,MND,6,,
17323,FEHMOW,q,0,S,0,MND,4,,
17324,FEHNEL,q,1,S,0,MND,4,,
17325,FEHPAL,q,0,S,0,MND,3,,
17326,FEHPEP,q,0,S,0,MND,4,,
17327,FEHPIT,q,0,S,0,MND,4,,
17328,FEHQOY,q,1,S,0,MND,9,,
17329,FEHQUG,q,0,S,0,MND,9,,
17330,FEHRAN,q,1,S,0,MND,8,,
17331,FEHRIV,q,0,S,0,MND,9,,
17332,FEHRUG,q,0,S,0,MND,8,,
17333,FEHSIX,q,0,S,0,MND,6,,
17334,FEHSOD,q,0,S,0,MND,4,,
17335,FEHTER,q,0,S,0,MND,7,,
17336,FEHTUH,q,0,S,0,MND,8,,
17337,FEHWEX,q,1,S,0,MND,8,,
17338,FEHWIB,q,1,S,0,MND,9,,
17339,FEHWUK,q,1,S,0,MND,8,,
17340,FEHXIB,q,0,S,0,MND,4,,
17341,FEHXOH,q,0,S,0,MND,4,,
17342,FEHXUN,q,0,S,0,MND,2,,
17343,FEHYOJ,q,0,S,0,MND,4,,
17344,FEHYUO,q,0,S,0,MND,6,,
17345,FEHZAV,q,0,S,0,MND,6,,
17346,FEHZID,q,1,S,0,MND,6,,
17347,FEHZOJ,q,0,S,0,MND,6,,
17348,FEJBIF,q,0,S,0,MND,6,,
17349,FEJCUT,q,0,S,0,MND,5,,
17350,FEJDIH,q,0,S,0,MND,7,,
17351,FEJDON,q,0,S,0,MND,7,,
17352,FEJDOP,q,0,S,0,MND,4,,
17353,FEJDUV,q,0,S,0,MND,4,,
17354,FEJFAD,q,0,S,0,MND,4,,
17355,FEJFIL,q,0,S,0,MND,4,,
17356,FEJFOR,q,0,S,0,MND,4,,
17357,FEJFOS,q,1,S,0,MND,2,,
17358,FEJFUV,q,0,S,0,MND,8,,
17359,FEJGAC,q,0,S,0,MND,9,,
17360,FEJHAF,q,0,S,0,MND,6,,
17361,FEJHEJ,q,0,S,0,MND,6,,
17362,FEJHIL,q,0,S,0,MND,10,,
17363,FEJJAG,q,1,S,0,MND,6,,
17364,FEJJEL,q,0,S,0,MND,6,,
17365,FEJJOW,q,-1,S,0,MND,5,,
17366,FEJKUB,q,0,S,0,MND,4,,
17367,FEJKUC,q,0,S,0,MND,6,,
17368,FEJLAH,q,0,S,0,MND,6,,
17369,FEJLAJ,q,0,S,0,MND,6,,
17370,FEJLEN,q,0,S,0,MND,6,,
17371,FEJMEN,q,0,S,0,MND,4,,
17372,FEJNAL,q,0,S,0,MND,4,,
17373,FEJNEP,q,0,S,0,MND,5,,
17374,FEJPIV,q,0,S,0,MND,3,,
17375,FEJPUI,q,0,S,0,MND,6,,
17376,FEJQOD,q,0,S,0,MND,6,,
17377,FEJRAN,q,0,S,0,MND,12,,
17378,FEJRAP,q,0,S,0,MND,9,,
17379,FEJRET,q,0,S,0,MND,9,,
17380,FEJROC,q,1,S,0,MND,6,,
17381,FEJRUI,q,1,S,0,MND,6,,
17382,FEJSAP,q,1,S,0,MND,6,,
17383,FEJSET,q,1,S,0,MND,6,,
17384,FEJSIX,q,1,S,0,MND,6,,
17385,FEJSOD,q,1,S,0,MND,6,,
17386,FEJSUJ,q,1,S,0,MND,6,,
17387,FEJTAQ,q,1,S,0,MND,6,,
17388,FEJTEU,q,1,S,0,MND,6,,
17389,FEJVOG,q,0,S,0,MND,4,,
17390,FEJVUM,q,0,S,0,MND,4,,
17391,FEJXOH,q,0,S,0,MND,9,,
17392,FEJXUN,q,0,S,0,MND,9,,
17393,FEJYAU,q,0,S,0,MND,8,,
17394,FEJYAX,q,0,S,0,MND,6,,
17395,FEJZOJ,q,0,S,0,MND,5,,
17396,FEJZUP,q,0,S,0,MND,5,,
17397,FEKDEG,q,0,S,0,MND,4,,
17398,FEKDUV,q,0,S,0,MND,4,,
17399,FEKFEH,q,0,S,0,MND,4,,
17400,FEKGAE,q,0,S,0,MND,5,,
17401,FEKGUA,q,0,S,0,MND,6,,
17402,FEKHEJ,q,0,S,0,MND,6,,
17403,FEKHEK,q,0,S,0,MND,5,,
17404,FEKHIM,q,0,S,0,MND,13,,
17405,FEKHIN,q,0,S,0,MND,6,,
17406,FEKHOT,q,-1,S,0,MND,4,,
17407,FEKHOV,q,0,S,0,MND,6,,
17408,FEKHUB,q,0,S,0,MND,6,,
17409,FEKJEL,q,1,S,0,MND,6,,
17410,FEKJOU,q,1,S,0,MND,4,,
17411,FEKJUA,q,0,S,0,MND,4,,
17412,FEKKAH,q,0,S,0,MND,6,,
17413,FEKKAJ,q,1,S,0,MND,5,,
17414,FEKKOV,q,1,S,0,MND,6,,
17415,FEKLAJ,q,0,S,0,MND,4,,
17416,FEKLUD,q,0,S,0,MND,4,,
17417,FEKMAJ,q,0,S,0,MND,7,,
17418,FEKMIR,q,0,S,0,MND,6,,
17419,FEKMOA,q,0,S,0,MND,4,,
17420,FEKMOY,q,0,S,0,MND,6,,
17421,FEKMUE,q,0,S,0,MND,6,,
17422,FEKMUG,q,0,S,0,MND,5,,
17423,FEKNAN,q,0,S,0,MND,6,,
17424,FEKNER,q,0,S,0,MND,5,,
17425,FEKNIT,q,0,S,0,MND,5,,
17426,FEKNIV,q,0,S,0,MND,6,,
17427,FEKNOB,q,0,S,0,MND,5,,
17428,FEKNOZ,q,0,S,0,MND,5,,
17429,FEKNUF,q,0,S,0,MND,4,,
17430,FEKPUG,q,1,S,0,MND,6,,
17431,FEKPUJ,q,0,S,0,MND,7,,
17432,FEKQAQ,q,0,S,0,MND,7,,
17433,FEKQEU,q,0,S,0,MND,7,,
17434,FEKQIV,q,0,S,0,MND,4,,
17435,FEKQIY,q,0,S,0,MND,7,,
17436,FEKQOB,q,0,S,0,MND,4,,
17437,FEKQUH,q,0,S,0,MND,4,,
17438,FEKQUI,q,1,S,0,MND,4,,
17439,FEKQUK,q,0,S,0,MND,4,,
17440,FEKRAO,q,0,S,0,MND,4,,
17441,FEKRAP,q,0,S,0,MND,5,,
17442,FEKRES,q,0,S,0,MND,4,,
17443,FEKREV,q,0,S,0,MND,4,,
17444,FEKSIA,q,0,S,0,MND,4,,
17445,FEKTAQ,q,0,S,0,MND,4,,
17446,FEKTUK,q,0,S,0,MND,6,,
17447,FEKXAW,q,0,S,0,MND,4,,
17448,FEKXEZ,q,0,S,0,MND,4,,
17449,FEKXID,q,0,S,0,MND,4,,
17450,FEKYUQ,q,0,S,0,MND,4,,
17451,FEKZOK,q,0,S,0,MND,4,,
17452,FEKZON,q,0,S,0,MND,6,,
17453,FEKZUQ,q,0,S,0,MND,12,,
17454,FEKZUT,q,1,S,0,MND,6,,
17455,FELFOR,q,0,S,0,MND,8,,
17456,FELGAF,q,1,S,0,MND,3,,
17457,FELGEL,q,0,S,0,MND,4,,
17458,FELGIP,q,0,S,0,MND,4,,
17459,FELHAI,q,0,S,0,MND,6,,
17460,FELHIN,q,0,S,0,MND,6,,
17461,FELJIR,q,0,S,0,MND,6,,
17462,FELLAL,q,1,S,0,MND,4,,
17463,FELLEP,q,1,S,0,MND,4,,
17464,FELLUF,q,0,S,0,MND,4,,
17465,FELMUE,q,1,S,0,MND,6,,
17466,FELNER,q,0,S,0,MND,4,,
17467,FELNIV,q,0,S,0,MND,4,,
17468,FELNUF,q,1,S,0,MND,4,,
17469,FELNUH,q,0,S,0,MND,4,,
17470,FELPAP,q,0,S,0,MND,4,,
17471,FELPER,q,0,S,0,MND,4,,
17472,FELPET,q,0,S,0,MND,4,,
17473,FELPIX,q,0,S,0,MND,4,,
17474,FELPOC,q,0,S,0,MND,9,,
17475,FELPOD,q,0,S,0,MND,4,,
17476,FELQET,q,0,S,0,MND,4,,
17477,FELQEU,q,1,S,0,MND,6,,
17478,FELQEV,q,0,S,0,MND,4,,
17479,FELQIX,q,0,S,0,MND,4,,
17480,FELQIY,q,0,S,0,MND,4,,
17481,FELQOE,q,0,S,0,MND,4,,
17482,FELSIA,q,1,S,0,MND,6,,
17483,FELSUN,q,0,S,0,MND,2,,
17484,FELTAU,q,0,S,0,MND,2,,
17485,FELTEY,q,0,S,0,MND,2,,
17486,FELTIC,q,1,S,0,MND,6,,
17487,FELTOG,q,0,S,0,MND,6,,
17488,FELTUM,q,1,S,0,MND,6,,
17489,FELVOH,q,0,S,0,MND,6,,
17490,FELWUP,q,0,S,0,MND,6,,
17491,FELXOJ,q,0,S,0,MND,4,,
17492,FELXUP,q,0,S,0,MND,4,,
17493,FELYIF,q,0,S,0,MND,6,,
17494,FELYOL,q,0,S,0,MND,6,,
17495,FELZEC,q,0,S,0,MND,4,,
17496,FEMBOP,q,0,S,0,MND,5,,
17497,FEMCUX,q,0,S,0,MND,6,,
17498,FEMDEI,q,0,S,0,MND,6,,
17499,FEMDUY,q,0,S,0,MND,6,,
17500,FEMFAG,q,0,S,0,MND,6,,
17501,FEMFAH,q,0,S,0,MND,5,,
17502,FEMFOV,q,0,S,0,MND,5,,
17503,FEMHEK,q,0,S,0,MND,6,,
17504,FEMPES,q,-1,S,0,MND,6,,
17505,FEMPIW,q,0,S,0,MND,9,,
17506,FEMPOD,q,1,S,0,MND,4,,
17507,FEMQAP,q,0,S,0,MND,4,,
17508,FEMQET,q,0,S,0,MND,4,,
17509,FEMQIX,q,0,S,0,MND,6,,
17510,FEMSAS,q,0,S,0,MND,6,,
17511,FEMSOG,q,0,S,0,MND,4,,
17512,FEMSUM,q,0,S,0,MND,4,,
17513,FEMSUN,q,0,S,0,MND,4,,
17514,FEMTAU,q,0,S,0,MND,4,,
17515,FEMTID,q,0,S,0,MND,4,,
17516,FEMTUN,q,0,S,0,MND,3,,
17517,FEMVAV,q,0,S,0,MND,3,,
17518,FEMVOJ,q,0,S,0,MND,3,,
17519,FEMWAY,q,0,S,0,MND,5,,
17520,FEMWID,q,0,S,0,MND,6,,
17521,FEMWIE,q,1,S,0,MND,6,,
17522,FEMXAX,q,1,S,0,MND,4,,
17523,FEMXEB,q,1,S,0,MND,4,,
17524,FEMXIF,q,1,S,0,MND,4,,
17525,FEMXOL,q,0,S,0,MND,4,,
17526,FEMXUR,q,0,S,0,MND,4,,
17527,FEMYAY,q,1,S,0,MND,4,,
17528,FEMYUU,q,1,S,0,MND,6,,
17529,FEMZIJ,q,0,S,0,MND,4,,
17530,FEMZON,q,0,S,0,MND,4,,
17531,FEMZUS,q,0,S,0,MND,6,,
17532,FEMZUV,q,0,S,0,MND,6,,
17533,FENCAE,q,1,S,0,MND,6,,
17534,FENCUX,q,0,S,0,MND,4,,
17535,FENCUZ,q,1,S,0,MND,9,,
17536,FENDAE,q,0,S,0,MND,4,,
17537,FENDEJ,q,1,S,0,MND,2,,
17538,FENDIN,q,1,S,0,MND,2,,
17539,FENDUZ,q,0,S,0,MND,9,,
17540,FENFAH,q,0,S,0,MND,9,,
17541,FENFEM,q,0,S,0,MND,5,,
17542,FENFOV,q,0,S,0,MND,9,,
17543,FENFUB,q,0,S,0,MND,9,,
17544,FENGAI,q,0,S,0,MND,9,,
17545,FENHOV,q,0,S,0,MND,6,,
17546,FENKOY,q,0,S,0,MND,4,,
17547,FENKOZ,q,0,S,0,MND,4,,
17548,FENLAL,q,0,S,0,MND,4,,
17549,FENLEP,q,1,S,0,MND,9,,
17550,FENMIX,q,-1,S,0,MND,6,,
17551,FENMOA,q,-1,S,0,MND,5,,
17552,FENNIX,q,-1,S,0,MND,6,,
17553,FENQAQ,q,0,S,0,MND,12,,
17554,FENRAS,q,0,S,0,MND,4,,
17555,FENRIA,q,0,S,0,MND,4,,
17556,FENROI,q,0,S,0,MND,6,,
17557,FENSAT,q,0,S,0,MND,9,,
17558,FENSAU,q,0,S,0,MND,4,,
17559,FENSOH,q,0,S,0,MND,6,,
17560,FENSOI,q,0,S,0,MND,8,,
17561,FENTAV,q,0,S,0,MND,6,,
17562,FENTIC,q,0,S,0,MND,4,,
17563,FENTOI,q,0,S,0,MND,4,,
17564,FENTUO,q,0,S,0,MND,4,,
17565,FENVEA,q,0,S,0,MND,4,,
17566,FENVUP,q,0,S,0,MND,5,,
17567,FENWAZ,q,0,S,0,MND,12,,
17568,FENWEB,q,0,S,0,MND,4,,
17569,FENWIH,q,0,S,0,MND,12,,
17570,FENXAA,q,0,S,0,MND,8,,
17571,FENXOO,q,-1,S,0,MND,4,,
17572,FENYIH,q,1,S,0,MND,7,,
17573,FENZON,q,0,S,0,MND,6,,
17574,FEPBEK,q,0,S,0,MND,6,,
17575,FEPCOV,q,0,S,0,MND,9,,
17576,FEPDEK,q,0,S,0,MND,6,,
17577,FEPFOW,q,0,S,0,MND,5,,
17578,FEPGAJ,q,0,S,0,MND,6,,
17579,FEPHUD,q,1,S,0,MND,6,,
17580,FEPJUG,q,0,S,0,MND,13,,
17581,FEPKET,q,0,S,0,MND,6,,
17582,FEPKIX,q,0,S,0,MND,6,,
17583,FEPNIY,q,0,S,0,MND,6,,
17584,FEPNOE,q,0,S,0,MND,6,,
17585,FEPPEW,q,0,S,0,MND,7,,
17586,FEPQOG,q,0,S,0,MND,6,,
17587,FEPQOH,q,0,S,0,MND,6,,
17588,FEPRAT,q,0,S,0,MND,6,,
17589,FEPREX,q,0,S,0,MND,6,,
17590,FEPSAX,q,0,S,0,MND,6,,
17591,FEPSID,q,0,S,0,MND,8,,
17592,FEPVII,q,0,S,0,MND,9,,
17593,FEPVUU,q,1,S,0,MND,3,,
17594,FEPWEF,q,0,S,0,MND,6,,
17595,FEPWUV,q,0,S,0,MND,6,,
17596,FEPXEG,q,0,S,0,MND,6,,
17597,FEPYIJ,q,0,S,0,MND,6,,
17598,FEPYOP,q,0,S,0,MND,6,,
17599,FEPZIK,q,0,S,0,MND,7,,
17600,FEPZOQ,q,0,S,0,MND,7,,
17601,FEQBOT,q,0,S,0,MND,8,,
17602,FEQCAI,q,0,S,0,MND,12,,
17603,FEQCEK,q,0,S,0,MND,8,,
17604,FEQCEM,q,0,S,0,MND,12,,
17605,FEQCIO,q,0,S,0,MND,8,,
17606,FEQCOT,q,0,S,0,MND,4,,
17607,FEQCUA,q,0,S,0,MND,8,,
17608,FEQDAH,q,0,S,0,MND,8,,
17609,FEQDEL,q,0,S,0,MND,8,,
17610,FEQDIO,q,0,S,0,MND,8,,
17611,FEQDIP,q,0,S,0,MND,8,,
17612,FEQDOU,q,0,S,0,MND,5,,
17613,FEQFAI,q,0,S,0,MND,5,,
17614,FEQFIQ,q,-1,S,0,MND,4,,
17615,FEQFIS,q,0,S,0,MND,2,,
17616,FEQFOY,q,0,S,0,MND,2,,
17617,FEQGEN,q,0,S,0,MND,4,,
17618,FEQGOA,q,0,S,0,MND,4,,
17619,FEQGOY,q,0,S,0,MND,5,,
17620,FEQHEP,q,0,S,0,MND,6,,
17621,FEQHOY,q,0,S,0,MND,7,,
17622,FEQHOZ,q,0,S,0,MND,12,,
17623,FEQHUE,q,0,S,0,MND,5,-1.0,1.0
17624,FEQHUF,q,0,S,0,MND,12,,
17625,FEQHUG,q,0,S,0,MND,4,,
17626,FEQHUH,q,0,S,0,MND,4,,
17627,FEQJER,q,0,S,0,MND,12,,
17628,FEQJIV,q,0,S,0,MND,12,,
17629,FEQJOB,q,0,S,0,MND,12,,
17630,FEQJUH,q,0,S,0,MND,12,,
17631,FEQKOD,q,0,S,0,MND,2,,
17632,FEQKUI,q,0,S,0,MND,8,,
17633,FEQLUI,q,0,S,0,MND,12,,
17634,FEQMAQ,q,0,S,0,MND,5,,
17635,FEQNAQ,q,0,S,0,MND,9,,
17636,FEQNUL,q,0,S,0,MND,9,,
17637,FEQPAT,q,0,S,0,MND,9,,
17638,FEQPIA,q,0,S,0,MND,4,,
17639,FEQPOG,q,0,S,0,MND,6,,
17640,FEQQID,q,0,S,0,MND,4,,
17641,FEQRUP,q,0,S,0,MND,6,,
17642,FEQRUR,q,0,S,0,MND,4,,
17643,FEQSAW,q,0,S,0,MND,4,,
17644,FEQSAX,q,0,S,0,MND,6,,
17645,FEQSEC,q,0,S,0,MND,4,,
17646,FEQSIG,q,0,S,0,MND,4,,
17647,FEQTAY,q,0,S,0,MND,4,,
17648,FEQTEC,q,1,S,0,MND,6,,
17649,FEQTIG,q,0,S,0,MND,6,,
17650,FEQTUS,q,0,S,0,MND,6,,
17651,FEQWAZ,q,0,S,0,MND,6,,
17652,FEQWIH,q,0,S,0,MND,6,,
17653,FEQWOQ,q,0,S,0,MND,10,,
17654,FEQWUW,q,0,S,0,MND,10,,
17655,FEQXAD,q,0,S,0,MND,8,,
17656,FEQXUX,q,1,S,0,MND,6,,
17657,FEQYAE,q,1,S,0,MND,6,,
17658,FEQYUY,q,0,S,0,MND,6,,
17659,FERBEK,q,0,S,0,MND,6,,
17660,FERBIO,q,0,S,0,MND,6,,
17661,FERDIP,q,0,S,0,MND,8,,
17662,FERDUC,q,0,S,0,MND,12,,
17663,FERFAK,q,0,S,0,MND,4,,
17664,FERFIS,q,0,S,0,MND,4,,
17665,FERGAL,q,0,S,0,MND,4,,
17666,FERHAL,q,1,S,0,MND,8,,
17667,FERHOB,q,0,S,0,MND,8,,
17668,FERHOZ,q,0,S,0,MND,13,,
17669,FERHUF,q,1,S,0,MND,12,,
17670,FERJAN,q,0,S,0,MND,10,,
17671,FERJAP,q,1,S,0,MND,8,,
17672,FERJET,q,1,S,0,MND,8,,
17673,FERJIX,q,1,S,0,MND,8,,
17674,FERJOD,q,1,S,0,MND,8,,
17675,FERJUJ,q,1,S,0,MND,8,,
17676,FERKOE,q,0,S,0,MND,4,,
17677,FERKUI,q,1,S,0,MND,7,,
17678,FERKUJ,q,0,S,0,MND,6,,
17679,FERLAP,q,0,S,0,MND,4,,
17680,FERMAS,q,0,S,0,MND,4,,
17681,FERMEW,q,0,S,0,MND,4,,
17682,FERMIA,q,0,S,0,MND,4,,
17683,FERMOG,q,0,S,0,MND,4,,
17684,FERMUL,q,0,S,0,MND,4,,
17685,FERMUM,q,0,S,0,MND,14,,
17686,FERNEX,q,0,S,0,MND,14,,
17687,FERNUO,q,0,S,0,MND,4,,
17688,FERPUN,q,0,S,0,MND,9,,
17689,FERQOJ,q,0,S,0,MND,4,,
17690,FERRAY,q,0,S,0,MND,4,,
17691,FERREZ,q,0,S,0,MND,9,,
17692,FERROJ,q,0,S,0,MND,9,,
17693,FERSUQ,q,0,S,0,MND,6,,
17694,FERTAA,q,0,S,0,MND,8,,
17695,FERVUT,q,0,S,0,MND,5,,
17696,FERWIK,q,0,S,0,MND,6,,
17697,FERXEF,q,1,S,0,MND,6,,
17698,FERXIM,q,0,S,0,MND,4,,
17699,FERXOR,q,0,S,0,MND,4,,
17700,FERXOS,q,0,S,0,MND,4,,
17701,FESBAG,q,1,S,0,MND,4,,
17702,FESBAH,q,1,S,0,MND,5,,
17703,FESBEL,q,1,S,0,MND,4,,
17704,FESBOV,q,0,S,0,MND,4,,
17705,FESCUC,q,0,S,0,MND,6,,
17706,FESDAL,q,0,S,0,MND,6,,
17707,FESDOX,q,1,S,0,MND,5,,
17708,FESDUD,q,0,S,0,MND,5,,
17709,FESDUE,q,0,S,0,MND,7,,
17710,FESFAN,q,0,S,0,MND,6,,
17711,FESFEO,q,0,S,0,MND,6,,
17712,FESFER,q,0,S,0,MND,6,,
17713,FESFIT,q,0,S,0,MND,5,,
17714,FESFIV,q,0,S,0,MND,6,,
17715,FESFOB,q,0,S,0,MND,6,,
17716,FESFOZ,q,0,S,0,MND,4,,
17717,FESFUG,q,0,S,0,MND,7,,
17718,FESFUH,q,0,S,0,MND,6,,
17719,FESGUF,q,1,S,0,MND,5,,
17720,FESKET,q,0,S,0,MND,12,,
17721,FESKUK,q,0,S,0,MND,6,,
17722,FESQAV,q,0,S,0,MND,6,,
17723,FESQID,q,0,S,0,MND,7,,
17724,FESROK,q,0,S,0,MND,6,,
17725,FESRON,q,0,S,0,MND,4,,
17726,FESTAZ,q,0,S,0,MND,4,,
17727,FESTOP,q,0,S,0,MND,4,,
17728,FESVEF,q,0,S,0,MND,6,,
17729,FESZUA,q,0,S,0,MND,8,,
17730,FETBIS,q,0,S,0,MND,3,,
17731,FETBOY,q,0,S,0,MND,3,,
17732,FETBUE,q,0,S,0,MND,3,,
17733,FETCAL,q,0,S,0,MND,2,,
17734,FETFOB,q,0,S,0,MND,4,,
17735,FETFUF,q,0,S,0,MND,5,,
17736,FETHAP,q,0,S,0,MND,6,,
17737,FETHET,q,0,S,0,MND,6,,
17738,FETHIX,q,0,S,0,MND,6,,
17739,FETHOD,q,0,S,0,MND,6,,
17740,FETHUH,q,0,S,0,MND,6,,
17741,FETHUJ,q,0,S,0,MND,6,,
17742,FETJAR,q,0,S,0,MND,6,,
17743,FETJIZ,q,0,S,0,MND,6,,
17744,FETJOF,q,0,S,0,MND,6,,
17745,FETLEW,q,0,S,0,MND,4,,
17746,FETMAT,q,0,S,0,MND,6,,
17747,FETMID,q,0,S,0,MND,6,,
17748,FETMOJ,q,0,S,0,MND,4,,
17749,FETMUN,q,0,S,0,MND,6,,
17750,FETMUO,q,0,S,0,MND,6,,
17751,FETMUP,q,0,S,0,MND,4,,
17752,FETNAV,q,0,S,0,MND,4,,
17753,FETNEZ,q,0,S,0,MND,4,,
17754,FETNIB,q,0,S,0,MND,5,,
17755,FETNUP,q,1,S,0,MND,6,,
17756,FETPAY,q,0,S,0,MND,6,,
17757,FETPEC,q,0,S,0,MND,7,,
17758,FETPIG,q,0,S,0,MND,5,,
17759,FETPYR,q,0,S,0,MND,6,,
17760,FETQUQ,q,1,S,0,MND,4,,
17761,FETROO,q,-1,S,0,MND,4,,
17762,FETSEE,q,0,S,0,MND,4,,
17763,FETSOO,q,0,S,0,MND,9,,
17764,FETSUS,q,0,S,0,MND,6,,
17765,FETSUU,q,0,S,0,MND,9,,
17766,FETTAB,q,0,S,0,MND,9,,
17767,FETTAZ,q,0,S,0,MND,6,,
17768,FETTEF,q,0,S,0,MND,9,,
17769,FETTON,q,1,S,0,MND,5,,
17770,FETVOP,q,0,S,0,MND,4,,
17771,FETXNA,q,0,S,0,MND,4,,
17772,FEVBEQ,q,0,S,0,MND,6,,
17773,FEVBOA,q,0,S,0,MND,4,-1.0,3.0
17774,FEVDES,q,1,S,0,MND,6,,
17775,FEVDIW,q,0,S,0,MND,6,,
17776,FEVDOC,q,1,S,0,MND,6,,
17777,FEVFAQ,q,0,S,0,MND,6,,
17778,FEVFET,q,0,S,0,MND,4,,
17779,FEVFIW,q,0,S,0,MND,6,,
17780,FEVGAO,q,0,S,0,MND,6,,
17781,FEVHIX,q,0,S,0,MND,9,,
17782,FEVHIZ,q,0,S,0,MND,8,,
17783,FEVHOF,q,0,S,0,MND,8,,
17784,FEVLAU,q,0,S,0,MND,12,,
17785,FEVMUP,q,0,S,0,MND,4,,
17786,FEVNAW,q,0,S,0,MND,6,,
17787,FEVNAY,q,0,S,0,MND,4,,
17788,FEVPUR,q,0,S,0,MND,6,,
17789,FEVQOO,q,0,S,0,MND,4,,
17790,FEVQUU,q,0,S,0,MND,4,,
17791,FEVQUV,q,0,S,0,MND,4,,
17792,FEVROQ,q,0,S,0,MND,4,-1.0,5.0
17793,FEVRUW,q,0,S,0,MND,4,,
17794,FEVSAD,q,0,S,0,MND,4,,
17795,FEVSEH,q,0,S,0,MND,4,,
17796,FEVSIJ,q,0,S,0,MND,5,,
17797,FEVSIL,q,0,S,0,MND,4,,
17798,FEVSOP,q,0,S,0,MND,5,,
17799,FEVSUX,q,0,S,0,MND,4,,
17800,FEVTIJ,q,0,S,0,MND,7,,
17801,FEVTIM,q,0,S,0,MND,4,,
17802,FEVTUV,q,0,S,0,MND,7,,
17803,FEVWEL,q,0,S,0,MND,8,,
17804,FEVXUA,q,1,S,0,MND,6,,
17805,FEVYEL,q,0,S,0,MND,4,,
17806,FEVZAH,q,0,S,0,MND,8,,
17807,FEVZEL,q,0,S,0,MND,9,,
17808,FEVZIQ,q,0,S,0,MND,6,,
17809,FEVZOW,q,1,S,0,MND,6,,
17810,FEVZOY,q,0,S,0,MND,6,,
17811,FEWBIU,q,0,S,0,MND,6,,
17812,FEWBOZ,q,0,S,0,MND,6,,
17813,FEWBUF,q,1,S,0,MND,6,,
17814,FEWCAM,q,1,S,0,MND,6,,
17815,FEWDEQ,q,0,S,0,MND,4,,
17816,FEWFAR,q,1,S,0,MND,4,,
17817,FEWJUO,q,1,S,0,MND,4,,
17818,FEWLAU,q,0,S,0,MND,4,,
17819,FEWLEA,q,0,S,0,MND,4,,
17820,FEWLIF,q,0,S,0,MND,6,,
17821,FEWLUQ,q,0,S,0,MND,4,,
17822,FEWPON,q,0,S,0,MND,5,,
17823,FEWPUU,q,0,S,0,MND,4,,
17824,FEWRAA,q,1,S,0,MND,8,,
17825,FEWREG,q,1,S,0,MND,6,,
17826,FEWRII,q,-1,S,0,MND,12,,
17827,FEWRIJ,q,1,S,0,MND,6,,
17828,FEWRIK,q,1,S,0,MND,6,,
17829,FEWROO,q,0,S,0,MND,4,,
17830,FEWRUU,q,0,S,0,MND,4,,
17831,FEWVEI,q,0,S,0,MND,8,,
17832,FEWVEL,q,0,S,0,MND,5,,
17833,FEWVIN,q,0,S,0,MND,4,,
17834,FEWWAH,q,0,S,0,MND,8,,
